2024-11-17T11:45:31.412344800,Banjarmasin,moderate rain,32.08
2024-11-17T11:45:32.452353700,Banjarmasin,moderate rain,32.08
2024-11-17T11:45:36.240779800,Banjarmasin,moderate rain,32.08
2024-11-17T11:45:42.459205300,Palangkaraya,overcast clouds,31.15
